material,LCstage,disposition,impactCategory,impactUnits,impactFactor,corporateSource,impactFactorID
FoodWaste,endOfLife,incinerationNoER,high characterization factor for unspecified water,m3 world equiv.,112.6817629,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,low characterization factor for unspecified water,m3 world equiv.,5.590523093,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,OECD+BRIC average for unspecified water,m3 world equiv.,68.81432666,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Blue water consumption,kg,2012.041103,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Blue water use,kg,12189.45839,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Total freshwater consumption (including rainwater),kg,2070.575406,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,Total freshwater use,kg,12319.03755,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,high characterization factor for unspecified water,m3 equiv.,1.58600273,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,low characterization factor for unspecified water,m3 equiv.,0.227338629,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER,OECD+BRIC average for unspecified water,m3 equiv.,0.694963639,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,incinerationNoER_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,394.668481,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,358.1466001,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy from non renewable resources (gross cal. value),MJ,461.1603103,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy from non renewable resources (net cal. value),MJ,424.6384294,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy from renewable resources (gross cal. value),MJ,-66.49182937,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Primary energy from renewable resources (net cal. value),MJ,-66.49182937,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,279.6510112,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,426.5587688,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.024990786,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Acidification,kg SO2 eq.,3.028373323,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Ecotoxicity (recommended),CTUe,3.601142497,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Eutrophication,kg N eq.,1.583694395,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,279.6260204,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,426.5337781,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.153878115,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, cancer (recommended)",CTUh,2.05E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, non-canc. (recommended)",CTUh,2.00E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Ozone Depletion Air,kg CFC 11 eq.,-8.18E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Resources, Fossil fuels",MJ surplus energy,62.50044262,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Smog Air,kg O3 eq.,6.783977384,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Ecotoxicity (recommended and interim),CTUe,792.2963895,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Ecotoxicity (recommended only),CTUe,0.249391288,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,9.32E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, cancer (recommended only)",CTUh,3.11E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.98E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,1.86E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,high characterization factor for unspecified water,m3 world equiv.,-9.357550063,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,low characterization factor for unspecified water,m3 world equiv.,-13.55594826,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,-11.07732646,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Blue water consumption,kg,-315.3042594,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Blue water use,kg,-69904.89785,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Total freshwater consumption (including rainwater),kg,-598.7855038,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,Total freshwater use,kg,-68130.13346,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,high characterization factor for unspecified water,m3 equiv.,-0.13962416,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,low characterization factor for unspecified water,m3 equiv.,-0.192889142,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling,OECD+BRIC average for unspecified water,m3 equiv.,-0.1745564,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,356.5402158,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,332.3647002,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy from non renewable resources (gross cal. value),MJ,348.6432676,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy from non renewable resources (net cal. value),MJ,324.4677521,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy from renewable resources (gross cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Primary energy from renewable resources (net cal. value),MJ,7.896948128,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.87079102,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,22.9869726,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.026023649,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Acidification,kg SO2 eq.,0.091179481,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Ecotoxicity (recommended),CTUe,2.863706382,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Eutrophication,kg N eq.,0.007808717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,22.84476737,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,22.96094895,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Human Health Particulate Air,kg PM2.5 eq.,0.005211376,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended)",CTUh,1.22E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended)",CTUh,9.04E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Ozone Depletion Air,kg CFC 11 eq.,1.58E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Resources, Fossil fuels",MJ surplus energy,43.56263032,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Smog Air,kg O3 eq.,2.987853996,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Ecotoxicity (recommended and interim),CTUe,277.6319978,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Ecotoxicity (recommended only),CTUe,0.122390793,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended and interim)",CTUh,3.43E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, cancer (recommended only)",CTUh,1.03E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.04E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,high characterization factor for unspecified water,m3 world equiv.,1.251647126,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,low characterization factor for unspecified water,m3 world equiv.,1.176105775,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.220703368,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Blue water consumption,kg,39.13192257,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Blue water use,kg,673.2348049,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Total freshwater consumption (including rainwater),kg,252.5370488,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,Total freshwater use,kg,886.6488855,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,high characterization factor for unspecified water,m3 equiv.,0.018637582,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,low characterization factor for unspecified water,m3 equiv.,0.017679191,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,endOfLife,landfilling_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.01800905,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,40233.99106,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,37482.19494,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy from non renewable resources (gross cal. value),MJ,10905.02815,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy from non renewable resources (net cal. value),MJ,10259.56249,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy from renewable resources (gross cal. value),MJ,29328.96291,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Primary energy from renewable resources (net cal. value),MJ,27222.63245,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,1661.35229,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,278.5880298,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.068003265,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Acidification,kg SO2 eq.,15.62044599,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Ecotoxicity (recommended),CTUe,12698.81685,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Eutrophication,kg N eq.,16.37648074,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,1661.284286,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,278.5200265,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Human Health Particulate Air,kg PM2.5 eq.,2.645130126,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, cancer (recommended)",CTUh,5.90E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, non-canc. (recommended)",CTUh,-3.23E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Ozone Depletion Air,kg CFC 11 eq.,8.90E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Resources, Fossil fuels",MJ surplus energy,990.3717394,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Smog Air,kg O3 eq.,85.90103898,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Ecotoxicity (recommended and interim),CTUe,4250294.873,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Ecotoxicity (recommended only),CTUe,767.9416787,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, cancer (recommended and interim)",CTUh,6.80E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, cancer (recommended only)",CTUh,9.23E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, non-canc. (recommended and interim)",CTUh,7.32E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,"Human toxicity, non-canc. (recommended only)",CTUh,2.01E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,high characterization factor for unspecified water,m3 world equiv.,-5214.952055,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,low characterization factor for unspecified water,m3 world equiv.,-141.8724041,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,OECD+BRIC average for unspecified water,m3 world equiv.,-3136.882937,AWARE,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Blue water consumption,kg,131944.2922,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Blue water use,kg,2464761.29,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Total freshwater consumption (including rainwater),kg,133979.8789,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,Total freshwater use,kg,2466797.066,NA,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,high characterization factor for unspecified water,m3 equiv.,-73.30403172,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,low characterization factor for unspecified water,m3 equiv.,-8.941986655,WSI,IMFO - Phase III_2018-02-16 09:16:41
FoodWaste,production,production,OECD+BRIC average for unspecified water,m3 equiv.,-31.09411532,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,2482.589408,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,2313.947187,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy from non renewable resources (gross cal. value),MJ,2109.671999,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy from non renewable resources (net cal. value),MJ,1941.029779,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy from renewable resources (gross cal. value),MJ,372.9174089,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Primary energy from renewable resources (net cal. value),MJ,372.9174089,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,138.5456994,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,149.438748,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.101220807,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Acidification,kg SO2 eq.,0.381104678,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Ecotoxicity (recommended),CTUe,6.151056699,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Eutrophication,kg N eq.,0.030589723,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,138.4444786,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,149.3375272,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Human Health Particulate Air,kg PM2.5 eq.,0.230944121,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended)",CTUh,1.51E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended)",CTUh,1.40E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Ozone Depletion Air,kg CFC 11 eq.,8.78E-09,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Resources, Fossil fuels",MJ surplus energy,220.3472392,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Smog Air,kg O3 eq.,8.79524616,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Ecotoxicity (recommended and interim),CTUe,3900.807905,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,Ecotoxicity (recommended only),CTUe,0.383277102,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended and interim)",CTUh,1.45E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, cancer (recommended only)",CTUh,5.58E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.12E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,incinerationNoER,"Human toxicity, non-canc. (recommended only)",CTUh,1.97E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
