material,LCstage,disposition,impactCategory,impactUnits,impactFactor,corporateSource,impactFactorID
Glass,endOfLife,reuse,Ecotoxicity (recommended and interim),CTUe,-14135376.99,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Ecotoxicity (recommended only),CTUe,-4.423376398,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, cancer (recommended and interim)",CTUh,-3.04E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, cancer (recommended only)",CTUh,-5.50E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, non-canc. (recommended and interim)",CTUh,-0.00016901,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, non-canc. (recommended only)",CTUh,-3.33E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,high characterization factor for unspecified water,m3 world equiv.,1205.87564,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,low characterization factor for unspecified water,m3 world equiv.,40.57445667,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,OECD+BRIC average for unspecified water,m3 world equiv.,728.537106,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Blue water consumption,kg,-6603.729476,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Blue water use,kg,-1850093.964,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Total freshwater consumption (including rainwater),kg,-6582.599312,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Total freshwater use,kg,-1850069.512,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,high characterization factor for unspecified water,m3 equiv.,16.95619158,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,low characterization factor for unspecified water,m3 equiv.,2.17204223,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,OECD+BRIC average for unspecified water,m3 equiv.,7.260450755,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy from non renewable resources (gross cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy from non renewable resources (net cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy from renewable resources (gross cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Primary energy from renewable resources (net cal. value),MJ,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Acidification,kg SO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Ecotoxicity (recommended),CTUe,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Eutrophication,kg N eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Human Health Particulate Air,kg PM2.5 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, cancer (recommended)",CTUh,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, non-canc. (recommended)",CTUh,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Ozone Depletion Air,kg CFC 11 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Resources, Fossil fuels",MJ surplus energy,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Smog Air,kg O3 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Ecotoxicity (recommended and interim),CTUe,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Ecotoxicity (recommended only),CTUe,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, cancer (recommended and interim)",CTUh,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, cancer (recommended only)",CTUh,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,"Human toxicity, non-canc. (recommended only)",CTUh,0,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,high characterization factor for unspecified water,m3 world equiv.,0,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,low characterization factor for unspecified water,m3 world equiv.,0,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,OECD+BRIC average for unspecified water,m3 world equiv.,0,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Blue water consumption,kg,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Blue water use,kg,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Total freshwater consumption (including rainwater),kg,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,Total freshwater use,kg,0,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,high characterization factor for unspecified water,m3 equiv.,0,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,low characterization factor for unspecified water,m3 equiv.,0,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse_transport,OECD+BRIC average for unspecified water,m3 equiv.,0,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,14716.83976,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,13716.03497,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy from non renewable resources (gross cal. value),MJ,13003.31989,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy from non renewable resources (net cal. value),MJ,12114.06742,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy from renewable resources (gross cal. value),MJ,1713.519875,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Primary energy from renewable resources (net cal. value),MJ,1601.967541,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,951.1398113,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,891.2260271,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Acidification,kg SO2 eq.,7.824348614,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Ecotoxicity (recommended),CTUe,3665.256477,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Eutrophication,kg N eq.,1.758919528,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,951.1398113,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,891.2260271,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Human Health Particulate Air,kg PM2.5 eq.,1.375933952,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, cancer (recommended)",CTUh,3.41E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, non-canc. (recommended)",CTUh,0.000217074,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Ozone Depletion Air,kg CFC 11 eq.,0.000116206,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Resources, Fossil fuels",MJ surplus energy,1422.528657,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Smog Air,kg O3 eq.,76.14112749,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Ecotoxicity (recommended and interim),CTUe,14139283.07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Ecotoxicity (recommended only),CTUe,4.537920708,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, cancer (recommended and interim)",CTUh,3.47E-05,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, cancer (recommended only)",CTUh,5.62E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000169655,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-08,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,high characterization factor for unspecified water,m3 world equiv.,-1199.94693,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,low characterization factor for unspecified water,m3 world equiv.,-36.45555917,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,OECD+BRIC average for unspecified water,m3 world equiv.,-723.3497439,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Blue water consumption,kg,6764.870344,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Blue water use,kg,1874632.389,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Total freshwater consumption (including rainwater),kg,6764.870344,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,Total freshwater use,kg,1874632.389,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,high characterization factor for unspecified water,m3 equiv.,-16.8699295,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,low characterization factor for unspecified water,m3 equiv.,-2.108741188,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production,OECD+BRIC average for unspecified water,m3 equiv.,-7.189246981,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,560.1738076,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,522.1883765,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy from non renewable resources (gross cal. value),MJ,547.7992775,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy from non renewable resources (net cal. value),MJ,509.8138464,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy from renewable resources (gross cal. value),MJ,12.37453013,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Primary energy from renewable resources (net cal. value),MJ,12.37453013,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,35.85732443,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,36.1000957,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.040771602,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Acidification,kg SO2 eq.,0.168557515,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Ecotoxicity (recommended),CTUe,4.499362131,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Eutrophication,kg N eq.,0.013745959,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,35.81655283,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,36.0593241,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Human Health Particulate Air,kg PM2.5 eq.,0.01054478,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, cancer (recommended)",CTUh,1.91E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, non-canc. (recommended)",CTUh,1.42E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Ozone Depletion Air,kg CFC 11 eq.,2.49E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Resources, Fossil fuels",MJ surplus energy,68.44672355,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Smog Air,kg O3 eq.,5.536678577,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Ecotoxicity (recommended and interim),CTUe,436.2552044,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Ecotoxicity (recommended only),CTUe,0.192302006,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, cancer (recommended and interim)",CTUh,5.39E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, cancer (recommended only)",CTUh,1.61E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.63E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,"Human toxicity, non-canc. (recommended only)",CTUh,5.25E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,high characterization factor for unspecified water,m3 world equiv.,1.961210543,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,low characterization factor for unspecified water,m3 world equiv.,1.842547947,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.91260317,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Blue water consumption,kg,61.31462259,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Blue water use,kg,1057.681802,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Total freshwater consumption (including rainwater),kg,395.5806372,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,Total freshwater use,kg,1391.961857,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,high characterization factor for unspecified water,m3 equiv.,0.029203056,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,low characterization factor for unspecified water,m3 equiv.,0.027697586,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,production,production_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.028215739,WSI,IMFO - Phase III_2018-02-16 09:16:41
